"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-07-28","79","86","74",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-07-29","77","88","68",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-07-30","81","93","68",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-07-31","82","93","69",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-01","81","93","68",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-02","81","95","66",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-03","70","74","63",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-04","78","92","63",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-05","77","91","66",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-06","72","85","65",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-07","77","88","65",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-08","76","95","55",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-09","64","75","53",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-10","73","86","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-11","78","91","66",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-12","69","78","60",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-13","73","86","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-14","81","96","65",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-15","83","94","73",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-16","84","99","69",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-17","76","95","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-18","49","55","46",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-19","51","55","48",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-20","56","65","50",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-21","61","72","50",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-22","67","77","55",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-23","72","88","58",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-24","62","71","54",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-25","62","71","51",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-26","67","82","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-27","62","74","55",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-28","59","68","51",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-29","69","83","53",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-30","73","89","59",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-08-31","76","90","65",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-01","64","72","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-02","61","71","51",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-03","58","67","49",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-04","65","79","48",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-05","74","89","59",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-06","74","89","64",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-07","71","83","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-08","71","84","56",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-09","75","87","64",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-10","75","89","63",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-11","67","78","59",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-12","68","83","56",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-13","64","77","54",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-14","63","77","50",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-15","71","85","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-16","52","61","43",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-17","63","79","41",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-18","77","88","68",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-19","55","67","49",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-20","52","60","46",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-21","58","72","43",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-22","69","83","53",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-23","65","74","57",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-24","61","73","49",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-25","72","86","56",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-26","74","87","64",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-27","75","88","64",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-28","67","77","51",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-29","51","60","45",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-09-30","57","70","41",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-01","61","74","47",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-02","63","76","51",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-03","67","81","51",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-04","70","84","58",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-05","74","86","62",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-06","69","78","61",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-07","57","64","50",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-08","51","61","44",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-09","50","56","46",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-10","55","67","45",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-11","34","45","30",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-12","30","32","29",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-13","33","39","29",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-14","38","43","33",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-15","44","53","35",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-16","54","66","42",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-17","59","72","46",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-18","57","69","43",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-19","37","43","34",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-20","42","50","34",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-21","56","69","45",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-22","56","69","48",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-23","52","58","45",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-24","52","63","42",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-25","53","59","45",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-26","44","50","40",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-27","46","55","39",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-10-28","43","53","37",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-12-02","52","69","43",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-12-03","32","42","27",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-12-04","31","44","25",
"USR0000MSOD","SODA SPRINGS MONTANA, MT US","2021-12-05","26","33","22",
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-01-31",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-02-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-03-31",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-04-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-05-31",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-06-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-27",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-07-31",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-09",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-10",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-11",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-12",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-13",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-14",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-15",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-16",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-17",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-18",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-19",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-20",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-21",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-22",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-23",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-24",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-25",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-26",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-28",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-29",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-30",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-08-31",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-01",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-02",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-03",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-04",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-05",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-06",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-07",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-08",,,,
"US1MTYS0014","BILLINGS 4.5 NE, MT US","2021-09-09",,,,
